CashKey,OrderDetailsKey,DepositCheck,TransactionDate,CollectionPeriod,PaymentAmount
434,9234,DNSCHECK522,10/19/2022,9/28/2022,624.69
435,8315,DNSCHECK708,8/7/2022,7/15/2022,440.44
436,7889,DNSCHECK640,12/6/2022,11/12/2022,966.58
437,8434,DNSCHECK658,11/17/2022,10/18/2022,294.19
438,6763,DNSCHECK375,12/13/2022,11/18/2022,728.88
439,4069,DNSCHECK625,10/6/2022,9/10/2022,669.8
440,510,DNSCHECK550,10/9/2022,9/11/2022,138.7
441,2032,DNSCHECK519,9/13/2022,8/23/2022,513.94
442,3937,DNSCHECK394,12/2/2022,11/3/2022,137.83
443,3856,DNSCHECK593,5/15/2024,4/17/2024,199.23
444,1224,DNSCHECK662,4/11/2024,3/14/2024,271.29
445,6319,DNSCHECK302,1/9/2023,12/14/2022,1434.28
446,9522,DNSCHECK420,12/2/2023,11/2/2023,1291.07
447,2143,DNSCHECK550,1/10/2023,12/18/2022,430.97
448,2441,DNSCHECK787,10/22/2022,9/24/2022,138.15
449,7848,DNSCHECK382,6/7/2023,5/16/2023,657.79
450,9234,DNSCHECK328,12/6/2022,11/10/2022,153.47
451,7373,DNSCHECK458,2/10/2023,1/12/2023,1455.88
452,9469,DNSCHECK617,8/10/2022,7/14/2022,1104.06
453,9698,DNSCHECK698,2/1/2023,1/11/2023,263.61
454,8751,DNSCHECK352,8/18/2023,7/29/2023,1736.37
455,4501,DNSCHECK431,10/19/2022,9/28/2022,24.72
456,4319,DNSCHECK507,12/29/2022,12/7/2022,1016.73
457,8710,DNSCHECK736,8/23/2022,7/29/2022,478.4
458,9565,DNSCHECK318,1/7/2023,12/11/2022,543.58
459,4100,DNSCHECK606,10/31/2022,10/6/2022,230.62
460,581,DNSCHECK419,1/20/2023,12/30/2022,451.8
461,5943,DNSCHECK731,5/21/2024,4/29/2024,511.51
462,4021,DNSCHECK662,12/14/2022,11/19/2022,959.61
463,8565,DNSCHECK673,12/2/2022,11/10/2022,72.73
464,7704,DNSCHECK677,8/3/2022,7/4/2022,1377.42
465,5120,DNSCHECK623,9/22/2022,9/1/2022,1780.36
466,7992,DNSCHECK329,9/22/2022,8/23/2022,355.67
467,5178,DNSCHECK738,8/15/2022,7/18/2022,416.96
468,9033,DNSCHECK718,3/2/2023,2/2/2023,1259.38
469,7894,DNSCHECK511,3/11/2023,2/11/2023,175.52
470,7031,DNSCHECK800,10/23/2022,10/1/2022,1184.52
471,8991,DNSCHECK414,8/28/2022,8/1/2022,312.08
472,7747,DNSCHECK557,2/20/2023,1/26/2023,151.37
473,7807,DNSCHECK451,11/2/2022,10/13/2022,121.21
474,3321,DNSCHECK715,2/7/2023,1/17/2023,905.52
475,7408,DNSCHECK407,12/14/2022,11/24/2022,228.55
476,6212,DNSCHECK775,2/5/2023,1/6/2023,138.25
477,2354,DNSCHECK463,2/1/2023,1/4/2023,198
478,5268,DNSCHECK360,8/9/2022,7/19/2022,1180.21
479,2068,DNSCHECK462,11/17/2022,10/22/2022,1489.45
480,2601,DNSCHECK674,9/28/2022,8/29/2022,579
481,8268,DNSCHECK732,5/28/2023,4/28/2023,1456.22
482,1219,DNSCHECK368,9/28/2022,8/29/2022,1033.88
483,2720,DNSCHECK632,1/17/2023,12/21/2022,1041.48
484,857,DNSCHECK670,4/4/2023,3/15/2023,119.28
485,3370,DNSCHECK747,2/28/2023,2/5/2023,484.72
486,6997,DNSCHECK335,1/22/2023,12/25/2022,1055.57
487,145,DNSCHECK745,2/6/2023,1/15/2023,654.45
488,8232,DNSCHECK686,8/13/2022,7/17/2022,984.97
489,1729,DNSCHECK403,11/7/2022,10/11/2022,1910.88
490,6162,DNSCHECK689,4/15/2023,3/22/2023,756.69
491,930,DNSCHECK373,8/1/2022,7/5/2022,1066.05
492,4719,DNSCHECK578,1/21/2025,12/22/2024,200.05
493,2928,DNSCHECK727,11/13/2022,10/20/2022,74.43
494,5903,DNSCHECK414,1/8/2023,12/12/2022,622.3
495,1225,DNSCHECK795,11/20/2022,10/25/2022,312.43
496,1193,DNSCHECK780,3/7/2023,2/7/2023,497.94
497,6373,DNSCHECK689,2/12/2023,1/22/2023,1267.5
498,6008,DNSCHECK736,9/1/2022,8/5/2022,322.59
499,661,DNSCHECK628,10/20/2022,9/25/2022,106.96
500,9356,DNSCHECK430,10/1/2022,9/9/2022,1517.36
501,4445,DNSCHECK305,3/10/2023,2/18/2023,681.51
502,5611,DNSCHECK429,9/8/2022,8/13/2022,432.06
503,6956,DNSCHECK771,5/12/2023,4/14/2023,974.55
504,5404,DNSCHECK732,4/26/2023,4/2/2023,750.73
505,2299,DNSCHECK581,9/28/2022,9/1/2022,364.82
506,1134,DNSCHECK612,7/19/2022,6/24/2022,729.93
507,2789,DNSCHECK497,10/13/2022,9/17/2022,435.15
508,6079,DNSCHECK737,11/13/2022,10/23/2022,560.36
509,2453,DNSCHECK695,11/20/2022,10/27/2022,1832.45
510,8574,DNSCHECK592,10/2/2022,9/10/2022,698.76
511,8260,DNSCHECK784,9/24/2022,8/29/2022,1043.06
512,2824,DNSCHECK365,9/1/2022,8/6/2022,489.12
513,3569,DNSCHECK768,10/30/2022,10/1/2022,7.98
514,8968,DNSCHECK378,9/4/2022,8/6/2022,51.38
515,3395,DNSCHECK568,11/13/2022,10/14/2022,36.31
516,8169,DNSCHECK473,8/14/2023,7/20/2023,429.67
517,3858,DNSCHECK672,2/10/2023,1/19/2023,798.3
518,3267,DNSCHECK427,1/21/2023,12/24/2022,523.1
519,6613,DNSCHECK775,3/30/2023,3/4/2023,1742.39
520,7352,DNSCHECK366,12/2/2022,11/4/2022,9.67
521,7578,DNSCHECK317,12/14/2022,11/21/2022,617.99
522,4487,DNSCHECK659,8/15/2023,7/16/2023,112.41
523,7066,DNSCHECK665,4/21/2023,3/28/2023,1926.69
524,3457,DNSCHECK753,3/23/2023,3/1/2023,82.94
525,8526,DNSCHECK782,1/23/2023,12/24/2022,1229.99
526,1073,DNSCHECK764,8/5/2023,7/16/2023,698
527,2106,DNSCHECK440,9/23/2022,9/3/2022,705.59
528,5600,DNSCHECK365,8/8/2022,7/10/2022,640.56
529,8366,DNSCHECK544,5/14/2023,4/15/2023,502.67
530,7167,DNSCHECK550,8/3/2023,7/9/2023,879.96
531,5853,DNSCHECK774,11/21/2022,10/24/2022,552.44
532,8737,DNSCHECK319,6/1/2024,5/4/2024,1583.21
533,2388,DNSCHECK395,12/17/2022,11/26/2022,1644.35
534,3899,DNSCHECK370,4/1/2023,3/8/2023,319.65
535,8432,DNSCHECK318,12/30/2022,12/1/2022,412.23
536,5626,DNSCHECK461,2/3/2023,1/4/2023,956.46
537,3493,DNSCHECK502,1/8/2023,12/13/2022,696.03
538,4785,DNSCHECK521,4/15/2023,3/18/2023,311.98
539,2273,DNSCHECK519,11/23/2022,10/30/2022,977.53
540,5635,DNSCHECK691,10/29/2022,10/6/2022,123.05
541,5883,DNSCHECK440,12/2/2022,11/12/2022,936.47
542,6612,DNSCHECK717,10/6/2022,9/12/2022,391.7
543,2514,DNSCHECK637,12/5/2022,11/13/2022,690.47
544,9427,DNSCHECK386,3/19/2023,2/19/2023,25.49
545,6542,DNSCHECK488,12/7/2022,11/15/2022,318.89
546,6096,DNSCHECK702,12/3/2022,11/4/2022,265.52
547,178,DNSCHECK551,9/28/2022,9/2/2022,601.81
548,933,DNSCHECK469,1/10/2023,12/13/2022,373.08
549,4240,DNSCHECK762,4/9/2023,3/13/2023,1327.91
550,7114,DNSCHECK455,2/24/2023,2/1/2023,1656.61
551,6851,DNSCHECK418,9/18/2022,8/20/2022,962.2
552,8577,DNSCHECK757,11/6/2022,10/15/2022,1034.27
553,2880,DNSCHECK542,11/3/2022,10/4/2022,431.38
554,4408,DNSCHECK671,7/18/2022,6/21/2022,1030.01
555,5324,DNSCHECK483,2/25/2023,2/4/2023,1440.58
556,652,DNSCHECK313,12/5/2022,11/11/2022,606.49
557,5834,DNSCHECK668,3/2/2023,2/6/2023,190.78
558,1229,DNSCHECK368,9/12/2022,8/13/2022,38.48
559,3328,DNSCHECK503,11/15/2022,10/26/2022,901.07
560,6550,DNSCHECK569,11/7/2022,10/14/2022,799.19
561,7259,DNSCHECK575,1/10/2023,12/16/2022,884
562,5545,DNSCHECK551,1/22/2023,12/29/2022,754.68
563,4366,DNSCHECK684,3/19/2023,2/21/2023,68.96
564,9329,DNSCHECK796,5/30/2022,5/10/2022,555.16
565,118,DNSCHECK382,7/21/2022,6/22/2022,646.25
566,921,DNSCHECK716,9/9/2022,8/13/2022,944.46
567,4250,DNSCHECK302,5/12/2022,4/13/2022,610.95
568,4038,DNSCHECK626,7/17/2022,6/25/2022,1209.05
569,1472,DNSCHECK320,12/13/2022,11/21/2022,239.63
570,878,DNSCHECK627,10/15/2022,9/21/2022,927.52
571,4080,DNSCHECK342,12/8/2022,11/11/2022,899.33
572,7558,DNSCHECK752,8/5/2022,7/14/2022,1461.49
573,1016,DNSCHECK420,2/12/2023,1/22/2023,399.03
574,6530,DNSCHECK463,1/14/2023,12/18/2022,701.54
575,6293,DNSCHECK360,4/14/2023,3/22/2023,1099.26
576,9257,DNSCHECK405,2/27/2023,2/1/2023,147.17
577,12,DNSCHECK590,10/9/2022,9/17/2022,241.93
578,853,DNSCHECK395,4/23/2023,3/29/2023,382.2
579,6001,DNSCHECK710,3/4/2023,2/12/2023,453.85
580,3031,DNSCHECK769,10/30/2022,10/8/2022,638.69
581,524,DNSCHECK552,10/30/2023,10/7/2023,115.8
582,323,DNSCHECK301,2/26/2023,2/6/2023,1870.83
583,3480,DNSCHECK598,12/27/2022,12/1/2022,148.87
584,7792,DNSCHECK387,2/1/2023,1/4/2023,287.95
585,5267,DNSCHECK395,10/15/2022,9/25/2022,197.65
586,4352,DNSCHECK357,4/15/2023,3/24/2023,595.4
587,5524,DNSCHECK687,3/21/2023,2/26/2023,160.01
588,2513,DNSCHECK655,2/23/2023,2/3/2023,369.71
589,6672,DNSCHECK378,3/13/2023,2/19/2023,734.4
590,1881,DNSCHECK750,2/24/2023,2/2/2023,238.15
591,7032,DNSCHECK379,4/9/2023,3/20/2023,666.84
592,7387,DNSCHECK601,11/5/2022,10/6/2022,451.47
593,5598,DNSCHECK626,10/11/2022,9/18/2022,707.96
594,3191,DNSCHECK678,7/14/2022,6/16/2022,118.02
595,8121,DNSCHECK794,4/27/2023,4/6/2023,19.77
596,8881,DNSCHECK346,12/27/2023,12/2/2023,176.93
597,3740,DNSCHECK309,7/30/2022,7/7/2022,118.74
598,4527,DNSCHECK331,9/4/2022,8/12/2022,513.82
599,909,DNSCHECK725,11/9/2022,10/12/2022,672.79
600,3218,DNSCHECK352,11/19/2022,10/27/2022,489.85
601,7782,DNSCHECK405,9/25/2022,9/3/2022,84.99
602,7695,DNSCHECK562,3/9/2023,2/14/2023,684.2
603,392,DNSCHECK666,11/9/2022,10/20/2022,539
604,3802,DNSCHECK706,9/27/2022,8/31/2022,369.32
605,6692,DNSCHECK646,8/3/2022,7/11/2022,407.97
606,3116,DNSCHECK731,12/8/2022,11/10/2022,602.7
607,4427,DNSCHECK442,8/22/2022,7/31/2022,385.37
608,8330,DNSCHECK347,8/8/2023,7/13/2023,1031.27
609,9012,DNSCHECK454,11/23/2023,10/24/2023,829.52
610,6875,DNSCHECK763,7/9/2023,6/13/2023,1028.96
611,2744,DNSCHECK721,1/20/2023,12/30/2022,313.18
612,2879,DNSCHECK473,11/4/2022,10/11/2022,1266.17
613,6764,DNSCHECK508,8/21/2023,7/25/2023,616.72
614,3938,DNSCHECK791,4/21/2023,3/25/2023,225.91
615,641,DNSCHECK687,1/9/2023,12/20/2022,1368.04
616,7667,DNSCHECK588,2/5/2023,1/11/2023,180.37
617,3986,DNSCHECK750,11/26/2022,10/31/2022,380.95
618,2165,DNSCHECK623,12/13/2022,11/14/2022,932.64
619,3723,DNSCHECK702,2/14/2023,1/25/2023,369.56
620,5608,DNSCHECK383,12/4/2022,11/5/2022,1499.16
621,914,DNSCHECK357,3/2/2023,2/5/2023,779.58
622,7781,DNSCHECK665,10/7/2022,9/17/2022,140.74
623,9136,DNSCHECK591,10/30/2022,10/10/2022,873.46
624,5437,DNSCHECK395,11/3/2022,10/11/2022,256.09
625,2405,DNSCHECK680,11/29/2022,11/5/2022,1361.63
626,6350,DNSCHECK573,1/2/2023,12/13/2022,1015.91
627,9321,DNSCHECK760,11/27/2022,11/4/2022,534.74
628,8944,DNSCHECK487,10/17/2022,9/25/2022,171.49
629,5272,DNSCHECK320,10/18/2022,9/21/2022,538.13
630,3437,DNSCHECK309,10/30/2022,10/2/2022,129.91
631,7790,DNSCHECK387,10/19/2022,9/21/2022,1461.83
632,5180,DNSCHECK692,11/3/2022,10/6/2022,1250.27
633,3338,DNSCHECK310,3/14/2023,2/18/2023,67.57
634,572,DNSCHECK359,10/25/2022,10/2/2022,37.81
635,7514,DNSCHECK462,11/12/2022,10/17/2022,249.97
636,7114,DNSCHECK743,7/25/2022,6/29/2022,145.06
637,7885,DNSCHECK719,12/24/2022,12/1/2022,5.33
638,8319,DNSCHECK660,8/29/2022,7/31/2022,427.33
639,4375,DNSCHECK633,10/13/2022,9/17/2022,280.74
640,4950,DNSCHECK781,10/4/2022,9/10/2022,675.84
641,4931,DNSCHECK310,11/5/2022,10/10/2022,401.21
642,6616,DNSCHECK729,11/26/2022,11/3/2022,342.67
643,7984,DNSCHECK378,10/1/2022,9/4/2022,810.04
644,8546,DNSCHECK318,11/4/2022,10/12/2022,749.74
645,8535,DNSCHECK450,10/19/2022,9/22/2022,257.3
646,2723,DNSCHECK746,9/8/2022,8/17/2022,1572.37
647,3726,DNSCHECK566,1/15/2023,12/23/2022,110.73
648,2253,DNSCHECK661,10/25/2022,10/3/2022,146.16
649,9064,DNSCHECK417,1/3/2023,12/9/2022,379.83
650,4531,DNSCHECK433,1/25/2023,12/26/2022,1060.2
651,72,DNSCHECK659,12/2/2022,11/9/2022,390.12
652,9502,DNSCHECK389,12/18/2022,11/27/2022,1008.3
653,655,DNSCHECK327,12/24/2022,11/26/2022,792.49
654,3106,DNSCHECK599,5/9/2023,4/17/2023,969
655,5936,DNSCHECK466,3/24/2023,2/22/2023,545.38
656,8705,DNSCHECK334,7/19/2024,6/22/2024,249.5
657,3876,DNSCHECK395,1/19/2023,12/29/2022,482.92
658,2314,DNSCHECK581,12/19/2022,11/26/2022,152.79
659,2157,DNSCHECK681,12/18/2022,11/26/2022,442.87
660,7735,DNSCHECK680,9/16/2022,8/27/2022,708.76
661,3759,DNSCHECK312,6/24/2023,5/28/2023,545.68
662,9702,DNSCHECK661,10/18/2022,9/27/2022,60.65
663,9296,DNSCHECK444,10/1/2022,9/6/2022,434.95
664,682,DNSCHECK647,10/25/2022,10/5/2022,452.98
665,3313,DNSCHECK355,8/13/2022,7/24/2022,443.91
666,8316,DNSCHECK565,11/20/2023,10/29/2023,793.16
667,1106,DNSCHECK704,12/5/2022,11/11/2022,667.39
668,696,DNSCHECK724,2/25/2023,1/27/2023,404.13
669,8842,DNSCHECK792,4/4/2023,3/5/2023,9.18
670,1723,DNSCHECK608,9/11/2022,8/12/2022,114.33
671,2088,DNSCHECK427,10/9/2022,9/10/2022,58.62
672,1426,DNSCHECK460,10/1/2022,9/2/2022,1095.28
673,1999,DNSCHECK409,6/2/2023,5/7/2023,458.19
674,924,DNSCHECK532,9/29/2022,9/2/2022,1166.87
675,6603,DNSCHECK684,1/10/2023,12/17/2022,64.07
676,1784,DNSCHECK482,10/11/2022,9/16/2022,83.24
677,808,DNSCHECK326,10/8/2022,9/16/2022,263.43
678,6300,DNSCHECK406,10/26/2022,10/5/2022,768.06
679,2438,DNSCHECK713,5/18/2023,4/27/2023,1676.05
680,9650,DNSCHECK543,12/7/2022,11/13/2022,729.91
681,3567,DNSCHECK453,1/27/2023,1/3/2023,932.66
682,2798,DNSCHECK393,3/2/2023,2/4/2023,7.44
683,4050,DNSCHECK708,12/25/2022,11/26/2022,584.44
684,9537,DNSCHECK607,11/26/2022,10/28/2022,646.22
685,5045,DNSCHECK372,1/16/2023,12/17/2022,413.71
686,2296,DNSCHECK314,2/5/2023,1/15/2023,447.44
687,5197,DNSCHECK629,3/20/2024,2/28/2024,274.49
688,9500,DNSCHECK635,3/2/2024,2/10/2024,756.98
689,1839,DNSCHECK791,10/6/2022,9/13/2022,1330.33
690,5019,DNSCHECK568,1/9/2023,12/18/2022,610.74
691,5950,DNSCHECK717,8/19/2022,7/22/2022,214.27
692,480,DNSCHECK752,2/18/2023,1/25/2023,403.87
693,256,DNSCHECK355,2/26/2023,2/3/2023,104.58
694,6461,DNSCHECK328,12/15/2022,11/22/2022,915.38
695,4254,DNSCHECK661,1/1/2023,12/8/2022,52.13
696,20,DNSCHECK516,10/29/2023,10/5/2023,793.29
697,8427,DNSCHECK789,10/26/2022,9/27/2022,196.93
698,5238,DNSCHECK353,10/22/2022,10/1/2022,1201.42
699,6337,DNSCHECK412,3/19/2023,2/26/2023,668.28
700,2493,DNSCHECK798,8/8/2022,7/15/2022,153.38
701,8094,DNSCHECK711,4/20/2023,3/28/2023,614.06
702,147,DNSCHECK648,12/21/2022,11/28/2022,649.2
703,3709,DNSCHECK513,9/20/2022,8/30/2022,366.95
704,4988,DNSCHECK780,1/14/2023,12/16/2022,358.93
705,7549,DNSCHECK783,12/10/2022,11/12/2022,412.57
706,2114,DNSCHECK511,1/21/2023,12/23/2022,1225.4
707,5220,DNSCHECK790,3/2/2023,2/7/2023,572.17
708,4125,DNSCHECK333,3/6/2023,2/9/2023,1078.4
709,9652,DNSCHECK436,5/30/2023,5/9/2023,340.93
710,8297,DNSCHECK521,5/5/2023,4/14/2023,240.82
711,8220,DNSCHECK469,1/17/2023,12/21/2022,670.53
712,2852,DNSCHECK481,10/31/2022,10/6/2022,167.43
713,3991,DNSCHECK340,1/12/2023,12/19/2022,24.7
714,1664,DNSCHECK402,5/1/2023,4/2/2023,882.94
715,5210,DNSCHECK343,2/4/2023,1/9/2023,1027.03
716,2755,DNSCHECK600,10/27/2022,9/29/2022,268.15
717,34,DNSCHECK349,10/15/2022,9/24/2022,1717.84
718,3774,DNSCHECK481,8/30/2022,8/2/2022,269.03
719,1306,DNSCHECK339,1/31/2023,1/1/2023,233.47
720,5488,DNSCHECK631,12/10/2022,11/16/2022,989.93
721,770,DNSCHECK656,12/31/2022,12/9/2022,385.07
722,8037,DNSCHECK529,2/13/2023,1/23/2023,703.76
723,9491,DNSCHECK345,1/17/2023,12/27/2022,221.73
724,4763,DNSCHECK321,10/1/2022,9/7/2022,708.08
725,2825,DNSCHECK317,9/14/2022,8/17/2022,379.7
726,3213,DNSCHECK579,11/1/2022,10/9/2022,341.9
727,2136,DNSCHECK344,10/12/2022,9/13/2022,264.11
728,9023,DNSCHECK336,11/4/2022,10/12/2022,1115.01
729,8644,DNSCHECK632,9/30/2022,8/31/2022,560.91
730,2719,DNSCHECK686,1/21/2023,12/29/2022,356.41
731,2474,DNSCHECK388,12/25/2022,11/29/2022,749.2
732,6156,DNSCHECK465,4/15/2023,3/16/2023,884.74
733,7850,DNSCHECK439,5/14/2023,4/24/2023,474.93
734,5220,DNSCHECK427,5/31/2023,5/7/2023,1204.44
735,5289,DNSCHECK476,12/16/2022,11/18/2022,380.01
736,6520,DNSCHECK681,11/15/2022,10/19/2022,1111.89
737,6476,DNSCHECK539,11/5/2022,10/11/2022,718.87
738,924,DNSCHECK575,6/6/2023,5/16/2023,1477.48
739,7344,DNSCHECK390,11/29/2022,11/8/2022,1206.89
740,1620,DNSCHECK544,11/18/2022,10/23/2022,526.94
741,7720,DNSCHECK552,1/19/2024,12/29/2023,357.29
742,7189,DNSCHECK421,10/28/2022,9/29/2022,925.52
743,4789,DNSCHECK568,9/14/2022,8/19/2022,1294.64
744,993,DNSCHECK669,11/7/2022,10/17/2022,583.32
745,135,DNSCHECK570,12/28/2022,12/4/2022,304.99
746,4677,DNSCHECK716,2/23/2023,1/25/2023,848.17
747,3705,DNSCHECK487,9/26/2022,9/4/2022,856.51
748,8549,DNSCHECK679,3/10/2023,2/9/2023,1083.59
749,7645,DNSCHECK716,12/8/2022,11/12/2022,321.81
750,262,DNSCHECK575,12/29/2022,12/6/2022,472.28
751,2423,DNSCHECK713,12/27/2022,12/2/2022,341.58
752,1489,DNSCHECK627,10/29/2022,10/2/2022,676.77
753,8496,DNSCHECK429,1/2/2023,12/10/2022,207.07
754,7462,DNSCHECK476,10/28/2022,10/1/2022,742.61
755,7895,DNSCHECK724,10/29/2022,10/8/2022,84.55
756,7950,DNSCHECK485,8/23/2022,7/31/2022,1082.87
757,8711,DNSCHECK754,8/21/2022,7/23/2022,1127.4
758,976,DNSCHECK493,12/18/2023,11/19/2023,1115.85
759,4587,DNSCHECK469,9/5/2022,8/8/2022,1824.32
760,2577,DNSCHECK421,10/7/2022,9/11/2022,421.54
761,8946,DNSCHECK684,11/21/2022,10/29/2022,694.53
762,5840,DNSCHECK689,9/7/2022,8/15/2022,439.03
763,5984,DNSCHECK670,4/29/2023,4/1/2023,454.32
764,2376,DNSCHECK466,5/19/2023,4/25/2023,1482.38
765,8142,DNSCHECK365,10/24/2022,10/4/2022,209.48
766,1883,DNSCHECK796,12/24/2022,12/4/2022,998.18
767,5419,DNSCHECK553,9/29/2022,9/8/2022,1054.92
768,4029,DNSCHECK448,4/10/2023,3/11/2023,660.17
769,2445,DNSCHECK736,9/21/2022,8/23/2022,888.79
770,5223,DNSCHECK429,11/27/2022,10/29/2022,253.58
771,8930,DNSCHECK633,8/22/2023,7/29/2023,74.88
772,8421,DNSCHECK679,2/20/2023,1/28/2023,355.36
773,7155,DNSCHECK626,6/3/2023,5/10/2023,347.27
774,523,DNSCHECK551,11/17/2022,10/25/2022,1116.05
775,6457,DNSCHECK464,3/18/2023,2/24/2023,1131.87
776,883,DNSCHECK756,2/3/2023,1/5/2023,243.26
777,3268,DNSCHECK676,3/22/2024,2/27/2024,478.79
778,3722,DNSCHECK589,1/27/2023,1/7/2023,879.21
779,3480,DNSCHECK687,2/16/2023,1/26/2023,274.52
780,7042,DNSCHECK512,11/20/2023,10/24/2023,1387.12
781,4188,DNSCHECK321,5/11/2023,4/11/2023,841.6
782,7338,DNSCHECK574,1/28/2023,1/2/2023,44.48
783,3972,DNSCHECK570,11/14/2022,10/16/2022,78.5
784,3920,DNSCHECK335,3/10/2023,2/13/2023,31.71
785,9234,DNSCHECK760,3/22/2023,2/24/2023,682.55
786,660,DNSCHECK611,11/13/2022,10/22/2022,83.76
787,8538,DNSCHECK552,9/18/2022,8/29/2022,1160.08
788,1935,DNSCHECK477,3/1/2023,2/2/2023,1127.69
789,3231,DNSCHECK474,11/13/2023,10/21/2023,958.88
790,164,DNSCHECK734,2/9/2023,1/10/2023,1514.42
791,396,DNSCHECK712,2/1/2023,1/2/2023,417.13
792,7734,DNSCHECK609,8/29/2022,7/31/2022,532.99
793,6743,DNSCHECK472,10/29/2022,10/8/2022,1127.85
794,120,DNSCHECK445,9/5/2022,8/12/2022,485.25
795,9078,DNSCHECK791,9/2/2022,8/7/2022,199.1
796,5616,DNSCHECK544,12/24/2022,11/30/2022,928.8
797,4922,DNSCHECK690,11/8/2022,10/19/2022,578.52
798,2049,DNSCHECK343,10/7/2022,9/16/2022,771.01
799,5502,DNSCHECK472,10/13/2022,9/19/2022,490.91
800,3838,DNSCHECK629,7/30/2022,7/6/2022,785.72
801,8322,DNSCHECK600,10/15/2022,9/17/2022,697.05
802,5102,DNSCHECK525,9/14/2022,8/21/2022,743.35
803,4790,DNSCHECK658,9/20/2022,8/28/2022,1156.21
804,8076,DNSCHECK529,10/19/2022,9/28/2022,54.75
805,1739,DNSCHECK610,9/9/2022,8/16/2022,1020.64
806,6061,DNSCHECK719,10/5/2022,9/11/2022,26.99
807,5724,DNSCHECK734,9/28/2022,9/3/2022,229.79
808,7532,DNSCHECK331,12/22/2022,11/29/2022,22.61
809,7583,DNSCHECK306,11/6/2022,10/8/2022,786.01
810,5237,DNSCHECK667,10/26/2022,10/6/2022,226.92
811,2779,DNSCHECK415,1/29/2023,1/4/2023,81.39
812,7924,DNSCHECK384,1/16/2023,12/22/2022,1688.09
813,8526,DNSCHECK473,6/26/2023,6/1/2023,261.63
814,1198,DNSCHECK626,11/14/2022,10/21/2022,1470.86
815,2386,DNSCHECK578,12/19/2022,11/25/2022,1812.73
816,5208,DNSCHECK311,1/17/2023,12/25/2022,366.57
817,8077,DNSCHECK385,10/31/2022,10/3/2022,1105.14
818,6387,DNSCHECK659,4/6/2023,3/13/2023,163.81
819,6473,DNSCHECK696,12/30/2022,12/5/2022,308.79
820,1175,DNSCHECK314,3/17/2023,2/25/2023,313.53
821,2931,DNSCHECK510,3/14/2023,2/22/2023,1395.21
822,9016,DNSCHECK330,12/31/2022,12/7/2022,115.35
823,1310,DNSCHECK759,3/29/2023,3/5/2023,519.87
824,8054,DNSCHECK726,6/14/2023,5/18/2023,894.76
825,7696,DNSCHECK363,11/17/2022,10/28/2022,850.64
826,8617,DNSCHECK599,4/19/2023,3/24/2023,227.35
827,6714,DNSCHECK413,7/16/2023,6/20/2023,168.11
828,2435,DNSCHECK568,11/20/2022,10/23/2022,859.08
829,3203,DNSCHECK319,9/10/2022,8/13/2022,724.1
830,6416,DNSCHECK575,10/29/2022,10/8/2022,288.72
831,1371,DNSCHECK455,9/15/2022,8/17/2022,86.19
832,4021,DNSCHECK481,11/15/2022,10/19/2022,174.87
833,8338,DNSCHECK452,11/22/2022,10/24/2022,386.03
834,335,DNSCHECK776,9/21/2022,8/27/2022,765.33
835,8879,DNSCHECK521,9/26/2022,9/3/2022,486.34
836,7167,DNSCHECK355,9/19/2022,8/30/2022,510.03
837,8334,DNSCHECK786,1/29/2023,1/2/2023,538.56
838,8621,DNSCHECK572,11/27/2022,10/29/2022,891.5
839,9335,DNSCHECK589,11/28/2022,11/2/2022,190
840,8453,DNSCHECK715,11/10/2022,10/18/2022,939.6
841,5762,DNSCHECK504,10/22/2022,9/28/2022,307.14
842,7738,DNSCHECK756,12/1/2022,11/9/2022,1051.69
843,2919,DNSCHECK571,9/4/2022,8/10/2022,386.24
844,9104,DNSCHECK542,11/25/2022,11/4/2022,6.18
845,5421,DNSCHECK561,11/24/2022,11/1/2022,488.68
846,5587,DNSCHECK472,1/15/2023,12/26/2022,151.61
847,935,DNSCHECK777,8/30/2023,8/2/2023,60.58
848,1602,DNSCHECK765,2/27/2023,2/7/2023,1560.72
849,1240,DNSCHECK456,11/18/2022,10/19/2022,71.32
850,8786,DNSCHECK700,8/10/2022,7/12/2022,1038.49
851,7153,DNSCHECK630,1/11/2023,12/18/2022,586.98
852,7193,DNSCHECK528,11/13/2022,10/21/2022,857.39
853,6849,DNSCHECK610,2/20/2023,1/21/2023,687.91
854,7709,DNSCHECK796,6/16/2023,5/22/2023,1808.81
855,4125,DNSCHECK628,1/9/2023,12/20/2022,232.45
856,7054,DNSCHECK544,7/4/2023,6/13/2023,214.47
857,1207,DNSCHECK493,7/21/2022,6/22/2022,435.66
858,8735,DNSCHECK499,2/1/2023,1/6/2023,697.32
859,3140,DNSCHECK759,2/12/2023,1/18/2023,672.42
860,2284,DNSCHECK347,2/11/2023,1/15/2023,136.71
861,8587,DNSCHECK727,6/25/2023,6/2/2023,1453.92
862,6920,DNSCHECK527,11/7/2022,10/15/2022,701.22
863,3042,DNSCHECK327,3/18/2023,2/21/2023,222.06
864,3351,DNSCHECK429,7/10/2022,6/14/2022,948.91
865,8658,DNSCHECK601,1/31/2023,1/3/2023,486.66
866,9061,DNSCHECK449,12/28/2022,12/1/2022,714.56
867,698,DNSCHECK579,9/5/2022,8/12/2022,655.9
868,8531,DNSCHECK393,3/12/2023,2/11/2023,413.73
